,Class Index,Description
8418,4,"Intel has cut the prices on a range of Pentium 4 processors by 35 percent, but maintains that the price moves do not reflect efforts to reduce inventory and are part of its normal business."
8419,4,"By Michael Lasalandra, Globe Correspondent  August 24, 2004. Brynna Mathews began having intestinal problems in her early 20s. The onset was gradual, but eventually the bloating, cramping, intestinal pain"
8420,4,Cisco Systems this week said it had co-developed with Microsoft an application that helps small and medium-sized businesses connect Microsoft #39;s customer relation management
8421,2,The  quot;Win One for Mia and the Gang quot; speech US women #39;s soccer coach April Heinrichs delivered before Monday #39;s Olympic semifinal match got the job done.
8422,2,"Yao Ming led China to one of the biggest upsets in men #39;s Olympic basketball on Tuesday, netting 27 points as his team beat Serbia and Montenegro 67-66 to knock the world champions out of the tournament."
8423,1,"By John Deane, Chief Political Correspondent, PA News, in Darfur. Foreign Secretary Jack Straw arrived in the violence-plagued Darfur region of Sudan today to experience at first hand the plight of refugees driven from their homes by marauding militiamen."
8424,1,"Afghan President Hamid Karzai abruptly canceled a speech to a state-run think tank in Pakistan on Tuesday, but officials denied security was a reason."
8425,1,"A roadside bomb aimed at the Iraqi education ministers convoy exploded in western Baghdad today, killing one person and injuring two others, police said."
8426,1,Carmaker Volkswagen could become the next venue for strikes after personnel chief Peter Hartz called for a two-year wage freeze Monday.
8427,3,Spanish bank Santander Central Hispano says the referral of any competing offer for Abbey National to regulators need not mean Santander would pull out of the fray.
8428,4,quot;Application and subscriber-aware technology solutions like P-Cube #39;s provide the ability to differentiate and control new content-based data services.
8429,2,The losing team made the news Monday in Olympic softball #39;s gold medal game. It scored a run. With Crystl Bustos hitting two shots that would have dented the outfield fence had
8430,2,"In just under 45 seconds, three largely unknown Americans brought respect back to the United States in the 400 meters, dominating exactly as expected."
8431,1,"A suicide car bomb attack targeting Iraq #39;s environment minister killed four of her bodyguards on Tuesday, while a separate blast near the education minister #39;s convoy killed one bodyguard, police and government officials said."
8432,4,NASA is becoming increasingly optimistic that the failing Hubble Space Telescope can be revived and rejuvenated at the hands of a robot rescuer.
8433,4,"The effectiveness of soy in relieving the symptoms of menopause, or in improving health in any way, is unproven."
8434,4,"For years, geologists and devoted amateurs have lobbied for a regional trail dedicated to ice-age floods. At last, their efforts may pay off."
8435,4,"While the pediatrician worried that Beth might have a childhood muscular disorder, a grandmother made a diagnosis."
8436,3,"AT amp;T Wireless and AT amp;T Corp. have resolved a dispute over branding and reached a new agreement ahead of Cingular Wireless #39; planned purchase of AT amp;T Wireless, the three companies said Monday."
8437,3,"Because of its lax oversight, the state overpaid cities and towns by as much as \$20.5 million for school construction and renovation projects that came"
8438,2,"ATHENS, GREECE - Bulgaria #39;s Milen Dobrev lived up to his top seeding and took the gold medal in the 207-pound (94 kg) division of the Olympic weightlifting tournament."
8439,2,"The San Diego Chargers and rookie quarterback Philip Rivers agreed to terms on a six-year contract, ending the first-round draft pick #39;s three-week holdout."
8440,3,"Reuters - Adelphia Communications Corp.\(ADELQ.PK) asked a U.S. bankruptcy court to order its founding\Rigas family to pay back  #36;3.23 billion it says the family owes\the company, court papers show."
8441,3,"NEW YORK (Reuters) - Adelphia Communications Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ADELQ.PK target=/stocks/quickinfo/fullquote""&gt;ADELQ.PK&lt;/A&gt; asked a U.S. bankruptcy court to order its founding  Rigas family to pay back \$3.23 billion it says the family owes  the company, court papers show."
8442,3,"A disappointing sales forecast from Wal-Mart sent stocks mostly lower yesterday as investors worried that oil prices, which stabilized after last week #39;s highs, would curb"
8443,3,SINGAPORE -- The restoring of oil exports from Iraq helped keep prices steady in Asia Tuesday but concerns over supply stability continues to keep the market near historic highs.
8444,3,"TOM HARKIN. To understand what the Bush administration is really up to, it pays to watch what it does, not what it says. Monday, as the new Bush rule governing eligibility for overtime pay went into "
8445,3,"The cash rebates and financing deals that Detroit #39;s three automakers have used to drive business in recent years are diminishing the value of their vehicles in consumers #39; eyes, a quarterly survey of customer satisfaction indicates."
8446,3,"TORONTO -- An Ontario court approved Air Canada #39;s restructuring plan yesterday, while one of Canada #39;s major banks sold off its debt in the airline."
8447,3,"Adelphia Communications Corp. (ADELQ.PK: Quote, Profile, Research) asked a US bankruptcy court to order its founding Rigas family to pay back \$3."
8448,4,"Swiss drug maker Novartis Pharma AG said Monday that the Food and Drug Administration approved another use for the company #39;s Zelnorm irritable bowel drug, clearing Novartis to market the medicine as a treatment for chronic constipation in male and female"
8449,4,"quot;Gateway #39;s newly-established relationship with Micro Center is a very exciting one, quot; said Bob Davidson, senior vice president of retail at Gateway."
8450,4,"On Aug. 9, 2001, President Bush announced he would fund research only on those stem-cell lines taken from human embryos before that date."
8451,2,"For 10 minutes, the crowd booed and whistled. American Paul Hamm waited to start. A week #39;s worth of controversy in gymnastics boiled over into the crowd last night during an evening in which"
8452,2,Newly crowned men #39;s table tennis champion Ryu Seung Min never expected he became the man who created history at the Olympic Games.
8453,1,"Israel yesterday announced plans for 500 new housing units in the West Bank, just days after announcing plans to build another 1,000."
8454,2,"President Bush has joined the list of those who would bend the Olympics to political ends. You might wonder at the company he keeps, since the list includes Jimmy Carter."
8455,2,"The last the Red Sox had seen of Ted Lilly, he was serving up tape-measure home runs and hitting Sox sluggers with pitches in a Blue Jay loss at Fenway Park."
8456,2,"It wasn #39;t easy for Misty May to look across the net at Holly McPeak, who teamed with her for a fifth-place finish at the 2000 Sydney Games."
8457,2,Gary Sheffield hit another clutch homer and Derek Jeter learned his elbow is just bruised. Not a bad night for the struggling New York Yankees.
8458,1,"French is one of the common languages spoken around the sparkling blue pool at the David Intercontinental in Tel Aviv, along the sandy beaches of Netanya and Eilat and the hotel lobbies of Jerusalem this summer."
